poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct,Andrew Yang,Andy Cohen,Bernard Sanders,Chase Oliver,Chris Christie,Chris Sununu,Cornel West,Dean Phillips,Donald Trump,Donald Trump Jr.,Elizabeth Warren,Elon Reeve Musk,Gavin Newsom,Glenn Youngkin,Gretchen Whitmer,Hillary Rodham Clinton,J.B. Pritzker,Jerome Michael Segal,Jill Stein,Joe Biden,"Joe Manchin, III",Josh Hawley,Josh Shapiro,Kamala Harris,Kanye West,Kristi Noem,Larry Hogan,Lars Mapstead,Liz Cheney,Marco Rubio,Mark Cuban,Matthew David McConaughey,Michelle Obama,Mike Pence,Mike Pompeo,Mitt Romney,Nikki Haley,Pete Buttigieg,Philip Murphy,Rick Scott,Robert F. Kennedy,Ron DeSantis,Taylor Swift,Ted Cruz,Tim Scott,Tom Cotton,Vivek G. Ramaswamy
86960,1302,Echelon Insights,0,0,Echelon Insights,407,Echelon Insights,2.7,-0.8,Online Panel,9.0,0,5/13/24,5/16/24,0.0,0,0,0.0,0.0,0.0,199251,1023.0,lv,0.0,lv,0,5/17/24 12:18,0,https://echeloninsights.com/in-the-news/may2024-verified-voter-omnibus-2-2/,0.0,0,0,8914,2024,U.S. President,0,0.0,11/5/24,general,False,False,0.0,DEM,Biden,19368,Joe Biden,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
86949,568,YouGov,352,Economist,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,0,5/12/24,5/14/24,0.0,0,0,0.0,0.0,0.0,199070,1586.0,rv,0.0,rv,0,5/15/24 10:29,0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nURRSN3.pdf,0.0,0,0,8914,2024,U.S. President,0,0.0,11/5/24,general,False,False,0.0,DEM,Biden,19368,Joe Biden,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
86958,294,McLaughlin,1989,America's New Majority Project,McLaughlin & Associates,203,McLaughlin & Associates,0.5,1.7,Online Panel,4.0,0,5/10/24,5/14/24,0.0,0,0,0.0,0.0,0.0,199182,2000.0,rv,0.0,rv,0,5/17/24 10:02,0,https://americasnewmajorityproject.com/1-in-5-of-biden-voters-less-likely-to-vote-for-him-again-due-to-israel-hamas-war/,0.0,0,REP,8914,2024,U.S. President,0,0.0,11/5/24,general,False,False,0.0,DEM,Biden,19368,Joe Biden,44.9,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,44.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0
86952,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,2.8,-0.8,Probability Panel,9.5,0,5/7/24,5/14/24,0.0,0,0,0.0,0.0,0.0,199089,3208.0,rv,0.0,rv,0,5/15/24 16:12,0,https://www.reuters.com/world/us/biden-has-marginal-1-point-lead-over-trump-reutersipsos-poll-shows-2024-03-14/,0.0,0,0,8914,2024,U.S. President,0,0.0,11/5/24,general,False,False,0.0,DEM,Biden,19368,Joe Biden,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
86959,1562,Redfield & Wilton Strategies,0,0,Redfield & Wilton Strategies,562,Redfield & Wilton Strategies,1.8,0.3,Online Panel,9.0,0,5/13/24,5/13/24,0.0,0,0,0.0,0.0,0.0,199253,1155.0,lv,0.0,lv,0,5/17/24 12:18,0,https://redfieldandwiltonstrategies.com/joe-biden-administration-approval-ratings-and-hypothetical-voting-intention-13-may-2024/,0.0,0,0,8914,2024,U.S. President,0,0.0,11/5/24,general,False,False,0.0,DEM,Biden,19368,Joe Biden,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
86947,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,2.9,-1.1,Online Panel,9.0,0,5/10/24,5/13/24,0.0,0,0,0.0,0.0,0.0,199039,1198.0,rv,0.0,rv,0,5/14/24 19:37,0,https://www.yahoo.com/news/new-yahoo-newsyougov-poll-with-trumps-trial-underway-most-americans-now-believe-he-falsified-records-to-hide-hush-money-payment-194508677.html,0.0,0,0,8914,2024,U.S. President,0,0.0,11/5/24,general,False,False,0.0,DEM,Biden,19368,Joe Biden,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86953,1597,Beacon/Shaw,149,FOX News,Beacon Research/Shaw & Company Research,103,Beacon Research/Shaw & Co. Research,2.8,-1.1,Live Phone,6.0,0,5/10/24,5/13/24,0.0,0,0,0.0,0.0,0.0,199114,1126.0,rv,0.0,rv,0,5/15/24 23:13,0,https://www.foxnews.com/official-polls/fox-news-poll-leading-presidential-race-questions-2024,0.0,0,0,8914,2024,U.S. President,0,0.0,11/5/24,general,False,False,0.0,DEM,Biden,19368,Joe Biden,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
86957,241,Ipsos,0,0,Ipsos,154,Ipsos,2.8,-0.8,Probability Panel,9.5,0,5/7/24,5/13/24,0.0,0,0,0.0,0.0,0.0,199158,1730.0,rv,0.0,rv,0,5/16/24 11:06,0,https://www.ipsos.com/en-us/ipsos-2024-us-national-election-survey-may-2024,0.0,0,0,8914,2024,U.S. President,0,0.0,11/5/24,general,False,False,0.0,DEM,Biden,19368,Joe Biden,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
86933,1189,Morning Consult,0,0,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,0,5/10/24,5/12/24,0.0,0,0,0.0,0.0,0.0,199013,10243.0,rv,0.0,rv,True,5/14/24 10:56,0,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,0.0,0,0,8914,2024,U.S. President,0,0.0,11/5/24,general,False,False,0.0,DEM,Biden,19368,Joe Biden,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86934,1189,Morning Consult,0,0,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,0,5/9/24,5/11/24,0.0,0,0,0.0,0.0,0.0,199014,4000.0,rv,0.0,rv,True,5/14/24 10:56,0,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,0.0,0,0,8914,2024,U.S. President,0,0.0,11/5/24,general,False,False,0.0,DEM,Biden,19368,Joe Biden,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86948,460,SurveyUSA,"84,1102,1444",KSTP-TV Minneapolis | KAAL-TV | WDIO-TV Duluth,SurveyUSA,325,SurveyUSA,2.8,-1.3,Online Panel,8.0,Minnesota,5/8/24,5/11/24,0.0,0,0,0.0,0.0,0.0,199040,625.0,lv,0.0,lv,0,5/14/24 19:37,0,https://kstp.com/kstp-news/top-news/kstp-surveyusa-poll-hush-money-trial-leaves-no-impact-on-presidential-race-in-minnesota/,0.0,0,0,8823,2024,U.S. President,0,0.0,11/5/24,general,False,False,0.0,DEM,Biden,19368,Joe Biden,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86935,1189,Morning Consult,0,0,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,0,5/8/24,5/10/24,0.0,0,0,0.0,0.0,0.0,199015,4000.0,rv,0.0,rv,True,5/14/24 10:56,0,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,0.0,0,0,8914,2024,U.S. President,0,0.0,11/5/24,general,False,False,0.0,DEM,Biden,19368,Joe Biden,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86936,1189,Morning Consult,0,0,Morning Consult,218,Morning Consult,1.8,-0.2,Online Panel,3.0,0,5/7/24,5/9/24,0.0,0,0,0.0,0.0,0.0,199016,4000.0,rv,0.0,rv,True,5/14/24 10:56,0,https://pro.morningconsult.com/trackers/2024-presidential-election-polling,0.0,0,0,8914,2024,U.S. President,0,0.0,11/5/24,general,False,False,0.0,DEM,Biden,19368,Joe Biden,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86941,1554,RMG Research,0,0,RMG Research,555,RMG Research,2.3,-0.4,0,5.0,0,5/6/24,5/9/24,0.0,0,0,0.0,0.0,0.0,199085,2000.0,lv,0.0,lv,0,5/15/24 11:25,0,https://twitter.com/ScottWRasmussen/status/1790556694256255081,0.0,0,0,8914,2024,U.S. President,0,0.0,11/5/24,general,False,False,0.0,DEM,Biden,19368,Joe Biden,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
